customer_id,age,gender,region,acquisition_channel,signup_date,last_purchase_date,total_purchases,avg_order_value,campaign_exposure,campaign_clicks,time_on_site,churned,revenue_last_12m
2308,25,Female,West,Social Media,2024-07-22,2025-09-13,2,85.05,No,0,2.09,0,170.1
2309,34,Male,West,Social Media,2023-07-17,2024-06-06,0,59.3,Yes,0,9.04,1,0.0
2310,45,Male,West,Social Media,2023-11-12,2025-08-31,2,84.07,No,0,5.81,0,168.14
2311,32,Male,East,Referral,2025-05-30,2025-06-24,3,67.86,No,0,9.77,0,203.58
2312,21,Male,North,Social Media,2025-03-17,2025-10-03,2,85.85,Yes,1,11.27,0,171.7
2313,44,Male,North,Organic,2023-12-26,2025-09-11,5,85.13,No,0,9.57,0,425.65
2314,20,Female,West,Organic,2023-09-21,2025-07-25,2,43.74,Yes,0,10.66,0,87.48
2315,29,Male,East,Organic,2023-02-02,2025-09-03,6,42.64,Yes,3,8.8,0,255.84
2316,18,Male,West,Social Media,2023-05-04,2024-11-12,6,116.53,Yes,3,9.14,1,699.18
2317,22,Female,East,Search Ads,2023-02-02,2025-07-27,7,97.78,Yes,1,11.85,0,684.46
2318,40,Other,North,Organic,2023-11-27,2024-05-06,2,70.6,Yes,0,8.14,1,141.2
2319,62,Female,South,Email,2023-07-08,2025-08-30,0,76.69,Yes,2,8.95,0,0.0
2320,58,Male,West,Search Ads,2023-01-21,2025-07-27,2,79.03,Yes,1,12.0,0,158.06
2321,23,Male,North,Organic,2025-02-20,2025-08-11,4,105.17,Yes,1,12.11,0,420.68
2322,19,Male,East,Referral,2025-05-31,2025-06-16,1,82.61,Yes,0,8.87,0,82.61
2323,35,Male,West,Email,2025-06-18,2025-09-30,5,52.11,No,2,12.74,0,260.55
2324,51,Female,North,Organic,2025-04-19,2025-10-03,1,73.37,Yes,3,15.45,0,73.37
2325,56,Female,South,Organic,2023-05-09,2025-08-23,3,66.17,No,2,11.69,0,198.51
2326,60,Male,East,Referral,2023-06-14,2025-08-06,3,87.79,Yes,1,6.54,0,263.37
2327,35,Other,West,Social Media,2025-04-27,2025-07-30,3,114.22,Yes,0,11.32,0,342.66
2328,26,Male,East,Referral,2023-01-16,2025-02-19,2,61.07,Yes,0,9.71,1,122.14
2329,19,Male,North,Email,2025-01-27,2025-07-21,5,59.44,Yes,0,6.27,0,297.2
2330,25,Male,North,Referral,2023-05-07,2025-01-13,5,106.07,No,0,5.78,1,530.35
2331,21,Male,South,Search Ads,2023-02-22,2025-08-17,3,69.5,Yes,0,10.05,0,208.5
2332,62,Female,South,Referral,2025-02-21,2025-02-27,7,115.98,Yes,2,9.73,1,811.86
2333,31,Male,North,Referral,2025-01-03,2025-02-14,1,113.69,No,2,12.14,1,113.69
2334,60,Female,West,Organic,2023-03-27,2025-08-14,3,99.46,No,0,10.02,0,298.38
2335,46,Male,North,Organic,2023-02-08,2025-04-10,2,110.71,No,1,9.72,1,221.42
2336,46,Female,West,Search Ads,2025-06-04,2025-08-11,3,109.2,Yes,1,8.04,0,327.6
2337,41,Female,West,Referral,2023-09-21,2024-07-06,0,78.41,No,0,8.65,1,0.0
2338,60,Female,East,Referral,2025-08-30,2025-09-14,2,145.01,Yes,2,5.37,1,290.02
2339,20,Male,East,Referral,2024-06-16,2025-06-28,3,62.95,Yes,1,10.94,0,188.85
2340,22,Female,North,Social Media,2025-09-08,2025-10-06,1,84.07,No,0,9.9,0,84.07
2341,40,Female,East,Email,2025-06-30,2025-08-06,5,78.13,No,0,13.74,0,390.65
2342,38,Male,South,Email,2024-09-09,2025-03-04,2,119.39,No,0,7.88,1,238.78
2343,46,Female,North,Search Ads,2023-04-16,2025-02-14,6,103.44,Yes,3,11.93,1,620.64
2344,56,Male,East,Organic,2025-06-18,2025-07-16,2,100.36,No,1,6.58,0,200.72
2345,48,Male,North,Organic,2023-12-16,2025-06-25,4,98.34,Yes,3,14.18,0,393.36
2346,31,Female,South,Organic,2023-09-10,2025-09-26,2,67.9,No,0,12.35,0,135.8
2347,35,Male,East,Organic,2024-08-01,2025-01-24,6,67.74,No,2,11.4,1,406.44
2348,57,Female,South,Search Ads,2023-12-25,2025-10-07,2,131.69,Yes,0,9.38,0,263.38
2349,28,Male,North,Organic,2025-01-12,2025-10-03,2,117.46,Yes,1,9.0,0,234.92
2350,44,Male,North,Organic,2023-09-23,2025-06-03,4,81.79,No,1,6.89,0,327.16
2351,46,Male,South,Email,2025-07-07,2025-07-16,2,68.57,Yes,1,6.29,1,137.14
2352,57,Male,East,Social Media,2023-04-10,2025-07-05,3,90.52,No,1,10.0,0,271.56
2353,55,Other,East,Social Media,2024-04-15,2025-09-05,2,113.82,No,0,7.85,0,227.64
2354,42,Female,North,Search Ads,2025-08-21,2025-08-26,2,99.37,No,1,9.15,0,198.74
2355,34,Female,East,Email,2025-04-23,2025-10-06,3,74.14,Yes,0,8.76,0,222.42
2356,37,Male,West,Referral,2025-04-02,2025-05-29,5,93.2,No,2,4.78,0,466.0
2357,39,Female,East,Email,2024-09-10,2025-07-03,2,86.84,No,2,11.18,0,173.68
2358,29,Male,East,Email,2024-07-25,2025-09-07,0,120.57,Yes,0,9.4,0,0.0
2359,50,Male,East,Social Media,2023-07-24,2025-09-29,5,63.75,Yes,3,13.44,0,318.75
2360,28,Female,West,Social Media,2023-10-26,2025-09-05,4,87.93,No,0,5.1,0,351.72
2361,51,Female,West,Email,2024-08-04,2025-06-21,1,102.16,Yes,0,7.13,0,102.16
2362,57,Female,North,Search Ads,2023-11-04,2025-07-09,2,67.26,Yes,2,8.26,0,134.52
2363,68,Female,North,Organic,2023-11-11,2025-07-10,0,73.32,Yes,2,9.16,0,0.0
2364,24,Female,North,Organic,2024-12-06,2025-01-16,4,104.09,Yes,1,8.74,1,416.36
2365,57,Male,West,Search Ads,2024-05-12,2024-10-06,2,97.44,Yes,1,12.58,1,194.88
2366,22,Male,North,Referral,2023-10-13,2025-10-06,3,107.51,Yes,3,12.38,0,322.53
2367,35,Male,West,Organic,2023-06-26,2025-07-04,4,112.91,No,0,5.81,0,451.64
2368,27,Female,North,Organic,2023-09-21,2025-09-19,3,82.69,No,3,16.84,0,248.07
2369,26,Female,East,Referral,2023-11-27,2025-07-23,2,133.19,No,0,7.75,0,266.38
2370,27,Female,South,Organic,2025-08-06,2025-08-19,5,119.45,No,0,11.87,0,597.25
2371,20,Male,South,Referral,2023-11-20,2025-10-04,3,90.84,Yes,1,8.05,0,272.52
2372,60,Female,South,Social Media,2025-06-30,2025-07-26,2,99.49,Yes,2,12.76,1,198.98
2373,21,Female,East,Referral,2024-06-24,2025-01-13,2,99.29,No,1,10.85,1,198.58
2374,38,Female,South,Email,2024-03-29,2025-09-16,3,50.65,No,0,3.49,0,151.95
2375,54,Female,South,Organic,2023-09-26,2025-07-29,2,119.73,No,1,13.24,0,239.46
2376,69,Male,East,Social Media,2025-02-06,2025-07-04,3,63.75,Yes,2,6.82,0,191.25
2377,62,Male,West,Search Ads,2025-04-25,2025-07-23,1,109.37,Yes,3,7.69,0,109.37
2378,25,Other,West,Referral,2025-09-12,2025-10-07,0,91.79,No,0,6.18,1,0.0
2379,69,Male,East,Organic,2025-04-02,2025-08-14,4,58.81,No,0,6.3,0,235.24
2380,51,Male,South,Email,2023-03-30,2025-08-22,2,108.79,No,0,6.44,0,217.58
2381,27,Male,West,Social Media,2025-05-31,2025-06-24,1,99.59,No,1,5.02,0,99.59
2382,41,Male,South,Organic,2024-08-30,2024-10-26,4,69.3,Yes,0,11.52,1,277.2
2383,65,Female,West,Email,2024-05-29,2025-08-12,2,57.87,No,0,8.35,0,115.74
2384,38,Male,West,Organic,2023-09-12,2025-08-08,3,87.52,Yes,0,9.16,0,262.56
2385,27,Male,North,Organic,2024-05-23,2025-08-05,5,90.33,Yes,0,12.54,0,451.65
2386,63,Female,North,Social Media,2025-03-13,2025-08-06,3,100.7,No,1,13.9,0,302.1
2387,67,Female,East,Organic,2024-08-13,2025-08-20,5,35.9,Yes,0,4.87,0,179.5
2388,68,Male,East,Search Ads,2023-04-12,2025-10-02,1,119.45,Yes,2,13.9,0,119.45
2389,67,Male,East,Organic,2025-01-27,2025-08-31,1,80.44,Yes,1,8.44,0,80.44
2390,63,Male,West,Social Media,2025-03-02,2025-09-30,1,98.05,Yes,0,6.91,0,98.05
2391,41,Male,East,Email,2024-11-05,2025-03-11,4,82.31,Yes,1,9.63,1,329.24
2392,27,Male,South,Search Ads,2023-07-21,2024-10-16,1,107.71,Yes,0,7.94,1,107.71
2393,50,Male,East,Social Media,2023-10-24,2025-06-29,5,55.88,Yes,0,11.47,0,279.4
2394,29,Female,North,Organic,2024-04-02,2025-09-08,3,56.31,No,1,8.44,0,168.93
2395,42,Female,East,Search Ads,2025-05-21,2025-06-30,0,102.38,Yes,1,10.31,0,0.0
2396,52,Female,West,Social Media,2025-03-27,2025-07-05,1,113.48,Yes,0,8.28,0,113.48
2397,67,Male,North,Organic,2023-04-06,2025-06-09,3,94.19,No,3,4.91,0,282.57
2398,33,Male,West,Search Ads,2023-03-09,2025-09-27,3,68.58,Yes,0,10.55,0,205.74
2399,31,Other,West,Referral,2023-02-19,2025-04-10,3,120.74,No,0,6.43,1,362.22
2400,56,Female,North,Organic,2025-07-19,2025-10-01,2,86.63,No,0,9.21,0,173.26
2401,18,Female,West,Search Ads,2025-05-16,2025-06-20,2,82.66,No,0,12.46,0,165.32
2402,47,Male,East,Social Media,2023-08-07,2025-06-27,1,94.98,Yes,2,8.23,0,94.98
2403,56,Male,South,Email,2025-07-07,2025-09-12,2,84.7,No,0,10.1,0,169.4
2404,46,Female,North,Email,2024-05-17,2025-07-28,3,63.95,Yes,0,9.07,0,191.85
2405,37,Female,South,Social Media,2023-11-11,2025-06-14,2,93.63,No,2,7.51,0,187.26
2406,61,Male,East,Referral,2025-01-06,2025-09-17,3,72.89,Yes,1,4.42,0,218.67
2407,37,Other,North,Search Ads,2023-03-11,2025-09-24,5,107.28,Yes,2,10.06,0,536.4
2408,54,Female,South,Social Media,2023-05-04,2025-07-25,2,83.93,Yes,0,9.55,0,167.86
2409,42,Female,West,Search Ads,2023-09-14,2025-09-04,1,89.47,No,0,5.39,0,89.47
2410,19,Male,East,Organic,2024-09-02,2025-06-12,4,103.61,No,0,1.89,0,414.44
2411,45,Female,East,Search Ads,2025-04-20,2025-08-11,0,65.97,Yes,0,4.97,0,0.0
2412,20,Female,West,Social Media,2024-06-01,2025-09-20,3,80.21,Yes,0,14.57,0,240.63
2413,66,Male,North,Organic,2024-03-16,2025-07-11,5,104.19,No,1,8.11,0,520.95
2414,49,Female,North,Search Ads,2024-08-10,2025-08-10,1,83.52,No,0,3.69,0,83.52
2415,37,Female,East,Organic,2023-01-12,2025-08-13,3,10.0,Yes,0,8.81,0,30.0
2416,43,Female,South,Organic,2024-10-26,2025-07-17,4,88.69,No,1,8.03,0,354.76
2417,50,Male,North,Search Ads,2025-03-18,2025-09-07,5,105.43,Yes,1,10.86,0,527.15
2418,31,Female,West,Search Ads,2024-02-26,2025-09-28,1,101.04,Yes,0,8.73,0,101.04
2419,32,Female,North,Social Media,2024-10-11,2025-09-18,6,95.98,Yes,2,17.03,0,575.88
2420,39,Male,East,Social Media,2023-10-27,2025-09-04,3,76.0,No,1,14.81,0,228.0
2421,31,Male,East,Social Media,2025-07-28,2025-08-20,4,67.48,Yes,1,11.96,1,269.92
2422,57,Male,East,Search Ads,2023-07-04,2025-07-11,1,102.12,No,1,6.9,0,102.12
2423,23,Male,South,Search Ads,2023-05-19,2025-06-29,2,90.5,Yes,0,9.61,0,181.0
2424,60,Female,North,Organic,2025-07-30,2025-08-07,2,77.5,No,0,4.01,0,155.0
2425,36,Female,West,Search Ads,2024-05-23,2025-06-22,2,80.45,Yes,1,10.83,0,160.9
2426,47,Male,West,Search Ads,2024-02-07,2025-02-06,7,92.57,No,3,8.52,1,647.99
2427,26,Other,South,Social Media,2025-03-29,2025-07-06,4,90.64,Yes,1,7.72,0,362.56
2428,38,Male,North,Social Media,2023-10-11,2025-09-23,1,71.57,Yes,1,7.65,0,71.57
2429,57,Female,East,Email,2023-10-24,2025-07-06,4,85.26,Yes,1,10.24,0,341.04
2430,32,Female,South,Email,2023-02-22,2025-07-25,3,51.75,Yes,1,5.17,0,155.25
2431,24,Female,North,Search Ads,2024-06-03,2025-06-29,4,102.97,Yes,2,6.61,0,411.88
2432,45,Female,North,Referral,2025-01-23,2025-07-18,5,99.12,Yes,1,8.81,0,495.6
2433,26,Female,North,Search Ads,2025-09-16,2025-10-04,4,93.92,Yes,0,11.34,0,375.68
2434,34,Male,South,Organic,2023-03-16,2025-04-08,4,78.35,Yes,3,14.87,1,313.4
2435,41,Male,South,Search Ads,2023-07-11,2025-07-30,4,123.06,Yes,1,11.79,0,492.24
2436,47,Male,West,Email,2023-10-10,2025-08-01,2,73.79,Yes,2,1.0,0,147.58
2437,51,Male,South,Social Media,2025-06-15,2025-09-26,1,52.0,Yes,4,6.19,0,52.0
2438,53,Male,South,Search Ads,2024-08-05,2025-09-13,5,80.22,Yes,1,19.4,0,401.1
2439,61,Male,North,Referral,2025-07-25,2025-09-18,5,65.83,Yes,0,10.27,0,329.15
2440,21,Female,West,Social Media,2025-04-26,2025-07-26,1,19.45,Yes,1,2.99,0,19.45
2441,36,Female,North,Referral,2025-06-02,2025-09-04,3,133.09,No,0,15.12,0,399.27
2442,18,Female,North,Referral,2023-10-08,2025-08-13,4,79.27,No,0,3.99,0,317.08
2443,18,Female,East,Social Media,2024-07-16,2025-07-14,1,109.39,Yes,0,11.57,0,109.39
2444,29,Male,East,Organic,2023-03-02,2025-08-08,2,92.86,Yes,2,5.31,0,185.72
2445,49,Male,West,Social Media,2024-01-10,2025-08-02,5,110.69,Yes,2,17.55,0,553.45
2446,64,Female,South,Organic,2023-11-11,2025-04-10,1,65.27,Yes,0,5.06,1,65.27
2447,58,Female,South,Search Ads,2023-06-12,2024-09-10,1,136.01,Yes,0,7.14,1,136.01
2448,51,Male,South,Social Media,2023-03-03,2025-07-28,0,61.82,No,0,11.75,0,0.0
2449,58,Female,East,Social Media,2024-01-14,2025-04-10,4,88.88,Yes,2,9.82,1,355.52
2450,26,Female,South,Email,2023-03-12,2025-05-29,2,75.34,No,1,9.46,0,150.68
2451,61,Male,South,Email,2024-09-06,2024-11-26,5,110.13,Yes,1,12.59,1,550.65
2452,64,Male,North,Email,2023-10-06,2025-10-01,3,96.59,Yes,1,9.08,0,289.77
2453,22,Male,West,Search Ads,2023-08-16,2025-09-11,0,46.65,Yes,0,5.37,0,0.0
2454,42,Female,North,Social Media,2023-04-22,2025-09-09,6,79.23,Yes,3,7.37,0,475.38
2455,61,Other,South,Email,2024-04-10,2025-07-22,2,114.51,Yes,1,8.42,0,229.02
2456,42,Female,West,Organic,2023-06-19,2024-07-25,3,68.24,No,0,9.76,1,204.72
2457,61,Female,East,Search Ads,2024-07-28,2025-09-14,2,82.43,Yes,1,11.2,0,164.86
2458,66,Female,East,Organic,2025-09-16,2025-09-19,4,84.21,No,0,8.62,1,336.84
2459,42,Male,East,Email,2025-01-03,2025-07-08,5,75.58,No,0,10.11,0,377.9
2460,21,Female,North,Referral,2023-04-27,2025-08-13,2,120.06,No,0,3.23,0,240.12
2461,35,Female,West,Referral,2023-04-02,2025-08-12,4,78.75,No,0,8.89,0,315.0
2462,29,Female,North,Social Media,2025-05-27,2025-08-14,3,86.21,Yes,0,9.78,0,258.63
2463,42,Male,West,Social Media,2025-05-19,2025-09-02,1,102.44,No,1,10.09,0,102.44
2464,48,Female,North,Email,2023-12-30,2025-04-10,6,91.54,No,1,10.26,1,549.24
2465,42,Other,East,Organic,2024-04-02,2025-04-02,3,103.8,No,0,4.85,1,311.4
2466,28,Male,East,Referral,2024-01-14,2025-09-29,3,84.67,No,0,7.67,0,254.01
2467,33,Male,North,Social Media,2024-08-06,2025-06-27,2,74.5,No,0,12.6,0,149.0
2468,53,Male,South,Social Media,2023-07-29,2025-03-08,4,88.45,No,1,9.51,1,353.8
2469,19,Female,West,Search Ads,2025-08-01,2025-08-31,2,87.53,Yes,1,8.9,0,175.06
2470,29,Female,North,Email,2024-02-10,2025-09-07,3,86.62,Yes,0,4.98,0,259.86
2471,64,Male,West,Social Media,2023-06-18,2025-09-19,4,86.05,Yes,0,11.01,0,344.2
2472,23,Female,South,Social Media,2023-10-29,2025-08-05,3,92.29,No,0,4.43,0,276.87
2473,39,Male,East,Email,2025-06-06,2025-10-06,3,88.83,Yes,2,8.01,0,266.49
2474,28,Female,East,Social Media,2023-10-17,2025-09-11,5,97.6,No,0,7.13,0,488.0
2475,23,Male,South,Search Ads,2025-03-17,2025-03-29,2,82.5,Yes,0,11.03,1,165.0
2476,39,Female,East,Email,2025-02-07,2025-09-17,3,100.67,No,1,6.2,0,302.01
2477,45,Female,East,Social Media,2025-09-24,2025-10-05,0,77.26,No,0,7.61,0,0.0
2478,27,Male,East,Search Ads,2023-06-03,2025-07-16,2,139.49,Yes,1,7.03,0,278.98
2479,22,Male,East,Social Media,2024-01-30,2025-09-06,2,111.75,Yes,0,8.15,0,223.5
2480,25,Female,East,Search Ads,2025-04-23,2025-07-05,2,129.56,No,0,8.64,0,259.12
2481,51,Female,South,Organic,2023-05-08,2025-04-10,3,84.55,Yes,1,7.27,1,253.65
2482,62,Female,North,Email,2023-02-04,2025-05-26,4,65.61,Yes,0,7.89,0,262.44
2483,27,Female,North,Social Media,2023-01-15,2025-01-13,3,26.1,No,2,9.09,1,78.3
2484,34,Female,East,Social Media,2023-03-24,2025-08-17,1,62.18,Yes,1,13.02,0,62.18
2485,35,Male,West,Search Ads,2025-03-05,2025-07-25,2,92.16,No,0,10.23,0,184.32
2486,36,Female,North,Organic,2023-12-16,2025-07-08,4,116.67,Yes,0,5.47,0,466.68
2487,30,Male,East,Email,2023-05-18,2025-04-10,3,72.25,Yes,2,11.81,1,216.75
2488,20,Male,North,Referral,2024-12-07,2025-07-14,0,83.67,No,1,12.1,0,0.0
2489,45,Male,East,Social Media,2023-11-03,2025-06-23,3,100.21,No,0,10.72,0,300.63
2490,36,Male,East,Organic,2023-05-20,2025-05-21,3,40.45,No,1,1.0,0,121.35
2491,35,Female,East,Organic,2025-09-17,2025-09-27,7,102.0,No,0,8.79,0,714.0
2492,31,Other,East,Social Media,2024-08-08,2025-06-29,3,110.82,Yes,0,13.3,0,332.46
2493,66,Female,West,Search Ads,2024-03-19,2025-04-10,6,127.03,Yes,0,7.98,1,762.18
2494,49,Male,North,Search Ads,2025-07-12,2025-10-01,5,94.65,No,1,16.7,0,473.25
2495,39,Female,East,Referral,2023-08-20,2025-08-30,3,93.73,No,0,1.46,0,281.19
2496,28,Female,South,Search Ads,2024-08-14,2025-07-16,4,100.29,No,1,8.44,0,401.16
2497,59,Male,West,Social Media,2025-01-25,2025-08-05,3,104.78,Yes,2,12.47,0,314.34
2498,64,Female,West,Email,2023-01-06,2025-09-17,4,107.71,Yes,2,9.32,0,430.84
2499,19,Female,North,Email,2023-09-30,2025-07-29,2,86.81,No,1,8.46,0,173.62
2500,66,Male,North,Search Ads,2023-04-07,2025-08-07,3,78.84,Yes,0,4.99,0,236.52
2501,54,Female,South,Search Ads,2024-06-16,2025-09-08,3,71.62,Yes,0,7.13,0,214.86
2502,23,Female,West,Social Media,2024-11-13,2025-05-23,6,94.02,No,1,10.32,0,564.12
2503,57,Male,North,Search Ads,2023-06-07,2025-03-05,2,99.28,Yes,1,2.51,1,198.56
2504,23,Male,East,Organic,2023-05-23,2025-08-22,5,70.32,Yes,2,12.4,0,351.6
2505,20,Female,South,Referral,2024-04-07,2025-10-07,1,91.49,No,0,7.66,0,91.49
2506,23,Female,East,Organic,2024-02-03,2025-07-30,3,137.35,Yes,1,12.57,0,412.05
2507,41,Other,East,Email,2023-04-19,2025-01-03,6,116.28,No,1,10.54,1,697.68
2508,50,Female,North,Email,2024-11-14,2025-08-02,2,129.67,No,1,19.19,0,259.34
2509,39,Female,West,Search Ads,2025-02-14,2025-10-01,6,107.95,No,2,12.2,0,647.7
2510,24,Female,North,Social Media,2024-03-05,2025-07-09,5,119.18,No,1,4.99,0,595.9
2511,28,Female,West,Organic,2024-01-02,2025-08-30,6,70.49,No,2,14.49,0,422.94
2512,62,Female,North,Email,2023-06-10,2025-07-15,3,110.28,Yes,0,1.46,0,330.84
2513,68,Male,East,Organic,2023-11-16,2025-06-29,2,95.38,No,0,6.67,0,190.76
2514,57,Female,South,Referral,2024-05-23,2025-05-02,0,117.14,No,0,8.52,1,0.0
2515,23,Female,East,Search Ads,2025-09-23,2025-09-30,4,92.38,Yes,1,7.14,0,369.52
2516,60,Female,South,Social Media,2023-07-06,2025-10-07,1,60.89,Yes,0,11.31,0,60.89
2517,53,Female,East,Search Ads,2025-04-12,2025-07-03,6,78.48,No,1,7.49,0,470.88
2518,45,Female,North,Referral,2024-05-18,2025-09-28,1,127.93,Yes,0,12.85,0,127.93
2519,25,Male,South,Organic,2024-07-09,2025-06-19,4,64.99,Yes,0,6.46,0,259.96
2520,69,Male,West,Organic,2023-10-28,2025-06-28,1,92.63,Yes,1,8.21,0,92.63
2521,41,Male,South,Referral,2025-08-05,2025-08-18,3,88.06,No,0,13.31,1,264.18
2522,20,Male,South,Search Ads,2023-03-06,2025-07-19,1,114.58,Yes,1,11.93,0,114.58
2523,28,Female,East,Social Media,2023-08-01,2025-01-09,2,52.87,No,1,8.09,1,105.74
2524,38,Male,South,Search Ads,2023-11-14,2025-08-13,3,76.92,Yes,2,11.79,0,230.76
2525,21,Male,West,Organic,2024-07-29,2025-04-10,3,52.05,Yes,2,15.37,1,156.15
2526,34,Male,South,Email,2024-02-29,2025-08-17,3,72.37,Yes,0,3.63,0,217.11
2527,42,Female,West,Referral,2025-07-20,2025-07-29,6,110.89,Yes,2,6.75,1,665.34
2528,67,Female,West,Organic,2023-07-05,2025-07-08,3,46.79,Yes,0,8.18,0,140.37
2529,22,Male,South,Social Media,2024-07-25,2025-05-09,4,64.08,Yes,0,10.51,0,256.32
2530,47,Male,South,Organic,2024-04-30,2025-09-11,1,67.39,No,0,10.91,0,67.39
2531,65,Male,East,Email,2023-11-05,2025-07-20,2,78.24,Yes,0,7.87,0,156.48
2532,59,Male,East,Social Media,2023-01-24,2025-07-20,2,74.22,Yes,0,6.59,0,148.44
2533,66,Male,North,Email,2025-03-25,2025-06-12,1,87.79,Yes,0,4.29,0,87.79
2534,26,Male,North,Social Media,2023-07-21,2025-04-09,1,101.6,No,0,5.77,1,101.6
2535,59,Male,North,Email,2023-05-20,2025-08-26,2,45.03,Yes,0,6.58,0,90.06
2536,68,Other,East,Search Ads,2024-07-25,2025-09-02,4,98.84,Yes,1,2.92,0,395.36
2537,34,Female,East,Social Media,2023-06-02,2024-06-15,3,79.78,No,1,6.92,1,239.34
2538,43,Female,North,Email,2024-10-03,2025-01-08,2,91.32,Yes,1,6.83,1,182.64
2539,45,Male,East,Search Ads,2025-01-03,2025-09-22,4,81.63,Yes,2,8.1,0,326.52
2540,43,Male,East,Social Media,2023-08-19,2025-06-10,4,109.6,Yes,0,14.73,0,438.4
2541,33,Female,West,Organic,2023-03-11,2025-08-09,3,79.08,No,0,3.22,0,237.24
2542,68,Male,North,Social Media,2023-04-08,2025-08-10,5,116.12,No,1,11.64,0,580.6
2543,67,Female,South,Referral,2023-02-20,2025-09-22,3,126.83,Yes,1,15.07,0,380.49
2544,37,Other,South,Referral,2024-04-30,2025-06-20,3,87.69,Yes,5,13.12,0,263.07
2545,59,Female,East,Social Media,2024-01-16,2025-04-10,4,95.06,Yes,1,10.71,1,380.24
2546,38,Male,North,Organic,2025-02-18,2025-07-24,3,89.92,Yes,1,12.53,0,269.76
2547,59,Female,North,Search Ads,2024-02-04,2024-12-16,2,95.5,No,1,9.9,1,191.0
2548,48,Male,West,Social Media,2024-10-14,2025-08-01,5,39.74,Yes,3,12.73,0,198.7
2549,42,Male,East,Search Ads,2024-04-16,2025-09-26,9,25.2,Yes,1,9.54,0,226.8
2550,24,Male,North,Referral,2024-03-05,2025-08-08,2,96.0,Yes,0,5.77,0,192.0
2551,52,Female,South,Social Media,2025-01-12,2025-04-10,1,107.67,No,1,12.09,1,107.67
2552,34,Female,North,Search Ads,2024-05-25,2025-09-17,1,99.1,Yes,3,17.93,0,99.1
2553,29,Male,South,Referral,2024-07-24,2025-07-12,3,105.8,Yes,2,8.01,0,317.4
2554,28,Male,South,Email,2024-03-27,2025-08-07,0,91.45,Yes,1,10.81,0,0.0
2555,69,Female,North,Search Ads,2024-12-16,2025-07-24,1,91.6,Yes,3,9.62,0,91.6
2556,23,Female,North,Search Ads,2023-11-02,2025-08-06,4,112.25,Yes,1,4.47,0,449.0
2557,59,Male,West,Social Media,2023-02-20,2025-08-10,2,75.4,No,0,6.06,0,150.8
2558,63,Male,West,Search Ads,2024-02-29,2025-05-15,3,109.55,No,2,8.91,0,328.65
2559,19,Female,North,Email,2023-11-13,2025-03-12,2,79.88,Yes,1,8.83,1,159.76
2560,48,Female,East,Search Ads,2025-06-18,2025-07-07,6,89.23,Yes,0,9.43,0,535.38
2561,48,Female,North,Social Media,2025-08-27,2025-09-16,1,114.57,Yes,1,8.98,1,114.57
2562,36,Male,West,Search Ads,2023-08-07,2025-02-17,4,93.79,No,1,7.65,1,375.16
2563,52,Male,West,Referral,2024-03-05,2025-10-05,3,103.58,Yes,1,7.53,0,310.74
2564,39,Male,East,Referral,2024-03-09,2025-09-06,2,113.71,No,0,9.3,0,227.42
2565,40,Male,East,Search Ads,2023-08-12,2025-08-23,2,36.01,Yes,0,8.93,0,72.02
2566,40,Female,South,Email,2023-01-10,2025-07-31,5,93.85,Yes,1,6.98,0,469.25
2567,59,Male,North,Email,2025-09-22,2025-10-04,5,87.63,Yes,1,11.12,0,438.15
2568,50,Female,South,Social Media,2024-10-16,2025-07-22,3,52.87,No,0,6.73,0,158.61
2569,37,Female,North,Search Ads,2024-02-17,2025-08-12,2,81.48,No,0,9.96,0,162.96
2570,66,Other,East,Social Media,2023-07-04,2025-07-31,1,92.34,Yes,0,8.6,0,92.34
2571,59,Female,South,Organic,2024-04-25,2025-01-23,2,63.43,Yes,0,10.34,1,126.86
2572,66,Female,North,Social Media,2023-10-01,2025-09-22,0,90.61,No,1,9.13,0,0.0
2573,55,Male,East,Search Ads,2023-08-13,2025-08-20,2,72.72,No,1,7.83,0,145.44
2574,38,Male,West,Referral,2025-08-18,2025-08-19,6,76.66,Yes,4,10.67,0,459.96
2575,58,Male,East,Referral,2024-10-20,2025-09-10,1,79.96,No,1,10.53,0,79.96
2576,35,Other,East,Organic,2023-11-06,2025-06-28,0,102.2,No,0,8.36,0,0.0
2577,32,Female,West,Search Ads,2023-07-27,2025-08-10,4,120.46,Yes,1,9.55,0,481.84
2578,41,Male,North,Search Ads,2025-02-10,2025-08-21,3,102.87,Yes,0,7.17,0,308.61
2579,68,Male,East,Referral,2024-09-03,2025-08-10,3,81.41,Yes,0,3.09,0,244.23
2580,47,Male,South,Email,2025-05-07,2025-08-24,2,96.17,No,0,8.1,0,192.34
2581,37,Male,North,Organic,2024-02-08,2025-09-28,1,101.97,No,0,4.2,0,101.97
2582,42,Female,West,Referral,2024-10-16,2025-02-03,3,90.79,No,0,6.3,1,272.37
2583,33,Male,South,Search Ads,2024-01-17,2025-09-19,5,69.29,No,1,5.4,0,346.45
2584,52,Female,South,Social Media,2023-04-01,2025-09-29,4,123.81,No,0,6.45,0,495.24
2585,36,Female,North,Organic,2023-02-01,2025-08-09,5,78.4,Yes,0,6.77,0,392.0
2586,46,Male,West,Email,2023-03-22,2025-08-16,2,83.65,Yes,1,10.8,0,167.3
2587,37,Male,West,Social Media,2025-07-11,2025-08-02,2,72.0,No,2,9.6,0,144.0
